Member_number,Date,productId,items
1926,16-10-2015,2,2
3496,22-09-2015,38,2
1498,28-10-2015,2,1
4436,23-12-2015,96,3
4098,06-02-2015,2,3
4707,11-02-2015,22,1
4358,11-06-2015,100,1
3290,29-05-2015,38,2
1940,04-06-2015,5,2
3363,18-08-2015,4,1
1782,01-08-2015,114,3
2756,23-11-2015,45,2
4379,01-10-2015,35,1
4686,08-10-2015,4,1
1230,06-04-2015,4,1
2918,19-07-2015,105,2
4604,09-12-2015,70,1
4489,19-11-2015,45,3
4408,20-04-2015,11,1
1846,28-05-2015,50,2
1658,15-06-2015,11,3
3046,09-01-2015,2,3
4528,13-10-2015,18,1
1132,22-09-2015,2,1
2386,05-12-2015,35,3
4741,08-09-2015,48,1
3971,19-10-2015,5,2
3029,14-02-2015,71,3
2758,06-02-2015,45,1
3969,05-03-2015,5,3
2829,29-10-2015,138,1
4573,23-12-2015,5,1
4726,08-07-2015,10,2
3929,06-11-2015,89,1
1286,10-07-2015,27,1
1648,01-05-2015,24,1
1544,25-02-2015,80,2
2925,16-03-2015,18,1
1276,23-11-2015,59,1
1908,26-07-2015,11,1
2519,30-05-2015,74,3
3096,07-07-2015,122,2
1001,02-05-2015,45,3
4699,29-03-2015,45,2
1417,18-09-2015,80,2
4034,29-08-2015,2,3
4711,19-06-2015,2,2
3584,17-12-2015,2,2
2981,03-12-2015,2,3
1820,21-03-2015,20,1
3793,15-04-2015,2,2
1965,04-08-2015,4,3
4903,01-05-2015,12,2
1845,11-02-2015,70,3
2384,02-01-2015,1,1
2584,25-04-2015,86,2
1193,12-11-2015,22,1
4267,06-09-2015,2,1
2707,05-05-2015,2,3
3214,08-05-2015,18,2
1171,15-01-2015,49,2
1950,11-11-2015,2,2
4737,19-09-2015,22,2
3589,04-11-2015,18,2
2246,29-08-2015,26,3
2128,10-08-2015,38,2
3866,21-04-2015,17,1
1882,09-07-2015,22,1
2574,25-08-2015,142,2
2011,22-12-2015,4,3
4223,20-07-2015,4,3
2068,07-04-2015,5,2
3035,09-05-2015,138,1
2597,08-05-2015,114,2
1306,08-01-2015,75,2
1789,24-04-2015,137,2
1003,10-02-2015,5,3
3378,13-01-2015,25,3
4460,01-05-2015,76,1
1961,21-06-2015,77,1
4576,18-06-2015,40,2
3061,10-02-2015,26,1
1016,19-07-2015,32,2
3528,19-05-2015,5,1
4566,10-03-2015,11,2
1979,20-11-2015,36,3
3662,03-12-2015,2,2
2700,13-05-2015,18,3
2432,12-12-2015,54,3
2693,17-08-2015,18,1
1456,20-11-2015,69,1
4081,20-10-2015,5,3
4588,30-06-2015,50,2
1892,08-03-2015,15,2
1922,07-02-2015,3,1
1440,06-12-2015,1,2
1420,19-06-2015,96,2
2273,21-10-2015,4,2
4910,25-11-2015,24,3
4593,04-08-2015,5,3
1380,21-11-2015,38,2
4035,26-07-2015,91,1
3063,28-12-2015,22,2
2558,12-08-2015,5,1
1744,27-06-2015,38,3
3162,06-06-2015,17,2
3216,12-02-2015,44,2
4783,27-01-2015,18,1
2592,25-09-2015,50,1
3141,19-07-2015,5,2
2315,20-12-2015,4,2
3318,12-01-2015,104,1
4594,02-05-2015,135,3
2428,14-08-2015,56,1
4613,17-05-2015,12,2
1676,11-10-2015,12,3
1259,21-11-2015,76,3
3930,12-07-2015,18,3
3995,26-06-2015,3,3
1038,14-12-2015,11,2
4794,06-09-2015,38,3
3960,21-09-2015,2,1
3077,05-01-2015,92,1
1161,14-03-2015,2,1
1800,16-04-2015,20,2
1717,09-11-2015,4,3
1888,06-06-2015,76,1
2138,04-03-2015,22,1
1866,13-02-2015,17,1
4745,29-09-2015,101,3
1269,12-09-2015,2,1
4721,15-06-2015,117,3
2885,22-03-2015,150,3
1435,24-04-2015,59,3
1887,03-02-2015,7,2
4776,26-03-2015,3,2
4313,16-05-2015,142,3
3545,28-08-2015,26,3
2307,12-03-2015,22,2
1215,18-01-2015,103,2
1428,18-01-2015,2,3
4297,27-10-2015,16,2
1812,14-10-2015,18,1
2217,02-12-2015,69,3
2378,15-04-2015,24,3
2397,23-06-2015,44,2
3419,20-08-2015,86,1
4131,29-03-2015,84,2
2220,04-08-2015,50,1
3870,21-03-2015,41,1
1483,14-06-2015,79,3
3449,29-11-2015,5,1
1959,13-12-2015,18,3
4825,17-01-2015,11,1
3289,02-05-2015,8,3
1256,29-08-2015,11,1
3369,23-03-2015,64,2
2191,25-10-2015,16,1
4645,06-12-2015,50,2
3818,08-08-2015,70,1
3857,04-11-2015,98,1
3651,31-07-2015,71,3
3689,29-07-2015,66,1
2361,03-10-2015,4,1
2513,15-12-2015,18,1
2110,29-07-2015,36,2
4895,21-07-2015,24,3
2756,31-07-2015,28,3
1960,09-01-2015,18,1
3924,29-10-2015,103,1
3020,27-08-2015,56,2
4531,10-08-2015,37,1
4901,14-02-2015,12,3
3787,24-09-2015,18,3
3688,24-09-2015,5,2
4717,10-04-2015,20,2
2210,25-09-2015,69,3
4152,29-05-2015,46,2
4507,18-06-2015,65,1
1118,13-05-2015,62,1
4953,07-05-2015,27,2
4417,21-01-2015,36,3
2358,15-12-2015,59,2
3122,05-02-2015,83,3
3920,10-05-2015,114,2
4592,08-12-2015,101,2
1326,09-11-2015,18,2
3729,29-11-2015,20,1
2627,31-10-2015,18,1
3393,07-11-2015,2,3
4302,03-08-2015,18,2
1734,15-02-2015,78,1
3635,26-02-2015,50,2
3232,18-12-2015,56,3
2805,18-04-2015,17,1
2214,19-01-2015,22,3
4725,02-12-2015,83,1
4975,02-11-2015,49,2
3393,23-02-2015,27,3
4456,08-08-2015,60,1
4744,29-08-2015,12,1
1264,30-07-2015,1,2
3104,18-05-2015,113,3
4966,25-01-2015,45,3
4183,15-01-2015,69,3
3786,10-02-2015,64,2
3299,28-02-2015,60,1
1656,07-07-2015,83,1
4753,05-03-2015,142,3
2857,18-04-2015,63,1
3692,18-10-2015,13,3
2613,23-08-2015,69,2
3509,08-07-2015,96,2
3048,06-10-2015,27,2
1160,21-08-2015,27,3
2629,26-04-2015,119,1
1444,06-06-2015,62,2
2578,01-12-2015,45,3
4184,28-06-2015,103,3
3201,27-11-2015,2,2
3311,02-05-2015,75,2
4294,08-01-2015,85,2
2283,18-01-2015,71,1
3325,07-11-2015,44,1
3621,02-11-2015,11,3
1968,03-10-2015,7,2
3717,01-04-2015,5,2
4704,18-08-2015,65,1
3904,11-05-2015,26,2
2336,07-10-2015,36,3
3546,22-11-2015,5,2
3797,23-08-2015,4,1
4607,15-12-2015,76,3
4522,18-05-2015,138,3
4695,13-10-2015,2,2
4919,30-03-2015,24,3
3289,15-03-2015,5,2
1200,26-09-2015,5,2
3789,06-09-2015,22,1
1289,08-11-2015,20,3
2415,29-04-2015,152,2
1943,30-09-2015,2,2
3685,26-08-2015,45,2
3447,27-11-2015,123,3
2164,08-10-2015,4,3
4107,05-02-2015,69,3
2744,19-05-2015,12,2
1051,12-08-2015,5,3
2087,09-04-2015,20,2
1020,13-10-2015,5,3
4546,09-04-2015,3,3
1182,29-11-2015,3,2
2727,15-12-2015,74,3
4314,29-04-2015,50,2
2745,19-02-2015,73,3
3147,20-02-2015,81,3
2677,07-12-2015,64,3
2321,08-04-2015,2,3
4708,02-10-2015,20,1
3225,12-12-2015,4,2
3401,28-09-2015,22,1
3735,27-04-2015,82,3
2486,25-11-2015,18,3
4790,15-08-2015,44,2
1730,19-09-2015,5,2
4724,12-02-2015,2,2
4951,09-01-2015,2,2
1341,30-10-2015,26,3
4519,02-09-2015,75,2
2914,01-04-2015,5,1
3916,04-10-2015,7,2
4145,11-04-2015,5,2
3657,27-01-2015,69,1
2546,07-05-2015,123,1
2738,03-02-2015,22,1
1491,30-12-2015,23,1
3268,18-04-2015,70,2
1820,07-04-2015,29,1
1923,06-12-2015,4,3
2968,17-10-2015,71,2
4970,08-08-2015,24,3
4827,03-10-2015,5,2
3474,07-04-2015,136,2
4417,19-03-2015,12,3
3061,05-11-2015,69,1
4364,25-05-2015,11,1
2887,17-01-2015,2,3
1292,24-10-2015,23,1
1693,27-12-2015,24,2
2267,07-01-2015,119,2
2663,10-09-2015,24,2
1551,11-06-2015,18,1
3421,12-05-2015,18,1
2785,12-07-2015,2,3
4326,02-05-2015,121,2
2871,20-12-2015,22,3
4969,26-05-2015,17,1
3463,24-09-2015,18,3
1504,30-11-2015,2,1
2528,19-10-2015,70,2
1959,15-05-2015,103,2
2479,13-01-2015,44,1
4809,13-04-2015,45,1
4047,06-03-2015,49,1
2781,11-01-2015,18,2
1837,03-01-2015,22,1
3288,26-04-2015,2,2
1152,20-04-2015,36,3
1641,23-06-2015,74,2
2685,19-07-2015,4,3
3599,08-01-2015,7,2
2114,06-11-2015,2,2
2019,08-09-2015,4,1
4019,19-03-2015,40,2
3663,28-06-2015,83,1
3170,03-12-2015,18,1
3537,24-09-2015,45,1
3918,22-06-2015,8,2
3507,22-07-2015,24,1
4453,22-05-2015,20,3
2769,31-07-2015,5,3
4151,02-11-2015,2,2
2291,10-04-2015,101,1
1677,21-02-2015,53,3
1499,06-03-2015,75,2
2274,05-01-2015,5,2
2186,02-04-2015,25,2
4437,07-08-2015,100,2
4856,03-01-2015,15,2
3413,23-09-2015,14,1
4741,25-09-2015,2,1
4406,27-05-2015,100,1
2601,30-04-2015,53,1
4845,12-10-2015,26,2
3695,09-07-2015,76,2
2202,28-02-2015,45,3
1027,25-02-2015,32,3
1744,28-09-2015,50,1
4864,04-12-2015,3,2
3730,27-07-2015,4,3
2127,01-01-2015,62,3
2672,26-11-2015,24,3
1930,02-02-2015,15,3
3623,07-05-2015,61,1
4082,01-05-2015,22,2
4387,26-07-2015,20,1
4424,22-08-2015,32,3
3630,24-07-2015,45,3
2202,28-05-2015,5,2
3036,18-09-2015,2,2
4529,10-05-2015,4,1
1968,16-02-2015,36,2
1511,22-03-2015,71,1
1503,17-08-2015,2,1
2091,30-07-2015,66,3
1651,22-02-2015,17,1
1553,20-03-2015,123,3
4746,09-12-2015,18,1
2902,12-06-2015,4,1
4205,29-01-2015,74,2
1508,15-11-2015,25,2
2403,01-12-2015,18,3
4705,22-05-2015,25,2
1285,21-07-2015,96,1
4238,03-12-2015,66,3
1938,08-05-2015,5,3
3402,23-05-2015,51,3
4031,18-10-2015,38,1
1739,31-05-2015,38,2
2104,27-02-2015,65,3
4516,07-12-2015,65,1
3485,22-07-2015,1,2
4462,07-06-2015,7,2
2544,29-01-2015,26,3
2805,30-08-2015,58,1
2969,24-08-2015,101,2
3563,25-11-2015,2,1
2683,18-01-2015,32,2
3776,18-07-2015,38,3
1331,29-11-2015,22,3
1498,28-05-2015,51,2
3890,11-01-2015,5,1
4559,07-02-2015,2,2
2723,31-01-2015,136,1
2925,11-12-2015,154,2
3684,15-02-2015,14,3
1770,19-11-2015,71,1
3661,17-06-2015,11,3
1044,25-10-2015,45,1
3031,25-11-2015,20,2
3028,19-05-2015,18,3
3035,04-03-2015,5,3
3189,23-11-2015,12,1
3766,08-11-2015,71,1
4540,04-08-2015,49,1
4362,11-07-2015,75,3
4355,21-11-2015,50,2
1510,25-10-2015,38,1
4299,14-08-2015,5,2
1982,14-12-2015,11,1
3365,13-08-2015,104,2
3653,09-11-2015,32,1
1795,03-04-2015,2,2
4693,24-04-2015,74,3
4219,16-10-2015,119,1
3636,14-05-2015,2,1
1595,11-04-2015,38,3
3196,05-05-2015,2,1
2657,21-05-2015,91,1
4656,14-10-2015,40,3
4239,11-02-2015,26,3
1510,21-08-2015,2,2
3462,21-01-2015,150,3
3794,01-11-2015,63,3
1408,01-03-2015,38,1
3686,29-08-2015,4,3
2273,28-02-2015,128,1
4693,13-03-2015,84,3
2597,13-02-2015,66,3
1551,21-07-2015,45,2
2888,08-01-2015,20,3
1631,14-08-2015,37,3
3564,04-07-2015,17,1
4277,25-11-2015,40,1
4410,12-10-2015,80,2
3455,18-11-2015,128,3
2467,05-07-2015,93,1
2235,19-01-2015,41,3
2145,21-01-2015,38,2
3310,08-03-2015,40,1
2876,19-09-2015,100,1
3736,26-02-2015,22,2
3402,16-08-2015,116,3
1397,21-12-2015,74,1
3497,15-08-2015,83,1
3044,07-06-2015,64,2
1296,23-11-2015,18,2
3999,16-11-2015,5,2
2492,10-11-2015,2,3
1572,21-09-2015,65,3
4224,29-01-2015,20,3
2352,31-01-2015,71,2
3609,23-02-2015,36,1
4142,17-11-2015,49,3
2736,26-12-2015,16,2
2517,20-03-2015,69,3
4999,18-02-2015,66,1
4338,24-03-2015,62,1
2215,26-11-2015,60,2
2745,21-04-2015,4,1
2861,12-03-2015,1,2
3553,10-05-2015,4,2
2993,05-05-2015,114,2
4365,20-02-2015,2,2
2860,20-12-2015,158,1
3760,22-11-2015,76,1
2505,22-04-2015,2,1
1485,12-07-2015,4,1
4608,27-04-2015,146,2
2873,15-07-2015,63,2
4848,07-07-2015,5,1
2550,23-12-2015,74,3
2085,22-04-2015,65,3
2549,24-08-2015,38,3
1200,08-08-2015,22,1
3463,09-05-2015,71,2
3583,02-08-2015,137,2
1276,26-03-2015,18,3
2951,22-12-2015,69,3
4970,23-07-2015,76,2
1492,20-01-2015,4,3
3864,26-08-2015,35,3
2506,17-11-2015,4,2
4285,22-04-2015,131,3
4822,26-02-2015,4,3
3588,15-12-2015,26,1
2520,06-12-2015,38,3
1088,14-01-2015,26,1
1486,23-09-2015,8,2
4080,03-07-2015,2,1
3058,27-07-2015,11,2
3133,01-12-2015,31,1
1731,17-08-2015,2,1
2436,17-02-2015,70,1
3452,15-05-2015,24,3
2761,11-01-2015,103,3
1705,28-07-2015,2,3
3221,01-04-2015,26,3
1384,19-12-2015,69,3
4570,22-08-2015,1,1
2506,27-12-2015,38,3
3380,23-04-2015,34,2
2765,30-11-2015,18,1
4840,05-06-2015,74,1
1685,18-08-2015,2,2
2028,01-03-2015,75,3
1125,27-08-2015,24,2
1054,02-09-2015,73,1
4274,23-01-2015,4,1
2710,14-10-2015,119,1
2699,28-11-2015,24,2
1918,29-09-2015,16,3
4936,02-03-2015,22,1
2535,20-03-2015,5,3
4495,24-08-2015,69,1
4216,24-02-2015,5,3
1515,21-09-2015,104,2
2604,26-01-2015,83,1
4820,07-12-2015,126,1
2340,28-11-2015,2,1
2864,13-03-2015,1,2
1366,29-11-2015,8,2
3317,29-06-2015,51,3
4218,11-01-2015,26,2
3958,04-11-2015,5,1
1309,01-04-2015,151,3
1394,24-05-2015,50,2
4412,04-05-2015,75,3
3649,21-06-2015,18,3
4805,13-10-2015,2,3
1599,20-04-2015,2,1
4321,12-09-2015,44,1
3397,20-02-2015,45,2
3767,06-06-2015,49,1
2781,01-06-2015,4,3
3750,17-05-2015,45,3
4574,27-11-2015,2,1
4180,01-04-2015,20,3
3897,01-02-2015,64,1
4333,01-07-2015,128,3
3796,06-06-2015,50,2
2240,18-05-2015,25,2
2967,06-02-2015,69,1
2581,14-12-2015,27,1
1248,15-12-2015,2,1
3830,18-10-2015,27,1
3976,08-05-2015,66,1
1842,23-02-2015,60,3
1626,18-02-2015,100,2
4059,05-01-2015,2,3
2370,12-09-2015,14,2
4466,03-09-2015,18,3
2404,10-02-2015,18,3
3224,14-03-2015,71,3
1478,12-02-2015,17,1
2229,22-12-2015,28,2
4418,04-10-2015,5,1
3571,07-07-2015,78,1
2234,27-02-2015,22,3
3416,07-02-2015,25,2
3429,29-06-2015,22,2
1046,24-06-2015,17,2
4498,19-04-2015,14,2
2152,03-09-2015,139,1
1425,18-03-2015,20,1
3946,19-11-2015,44,2
1009,14-05-2015,18,1
2825,25-12-2015,139,2
4592,22-06-2015,14,1
1449,27-05-2015,38,3
1837,18-06-2015,69,3
4322,31-10-2015,14,2
2039,18-06-2015,73,2
3999,19-05-2015,12,1
1183,04-01-2015,69,2
2441,03-07-2015,5,2
2739,19-09-2015,15,1
3049,05-02-2015,18,2
1697,29-05-2015,132,2
4109,24-08-2015,4,3
3217,20-03-2015,60,3
4879,12-10-2015,18,3
3505,11-10-2015,69,2
4292,26-10-2015,18,1
4813,04-08-2015,53,3
1379,17-04-2015,60,2
3410,31-05-2015,5,3
4074,10-09-2015,34,1
3438,04-01-2015,115,1
2919,30-06-2015,138,1
1401,29-05-2015,38,1
2074,20-12-2015,64,1
4193,30-08-2015,53,1
1195,04-11-2015,61,2
4850,15-07-2015,13,3
3255,08-01-2015,2,1
2572,27-05-2015,52,3
3803,14-12-2015,92,3
3342,22-06-2015,119,2
3167,20-08-2015,53,1
3517,14-07-2015,59,1
1391,14-03-2015,18,2
2682,20-01-2015,2,2
1363,15-01-2015,59,2
4849,17-05-2015,26,2
3107,16-11-2015,75,2
2171,22-04-2015,58,3
2286,19-06-2015,114,2
1449,03-10-2015,1,1
2192,10-02-2015,38,1
1926,29-05-2015,20,2
1245,04-12-2015,71,2
4034,13-11-2015,5,2
3719,22-02-2015,25,2
1033,15-06-2015,115,2
1293,26-10-2015,79,1
3737,12-12-2015,38,3
1114,26-04-2015,71,2
2286,04-12-2015,4,2
1782,13-09-2015,18,2
2837,19-09-2015,7,1
2011,23-12-2015,138,1
3067,22-09-2015,70,3
3191,30-12-2015,118,3
4161,24-09-2015,12,3
2526,16-10-2015,18,3
1582,08-07-2015,70,1
3663,20-11-2015,5,3
1237,08-03-2015,59,2
2635,17-09-2015,15,1
3034,22-05-2015,4,1
3005,12-07-2015,12,1
2476,30-07-2015,25,2
1052,15-05-2015,74,1
3781,23-09-2015,3,2
4736,03-04-2015,66,3
4101,30-01-2015,5,1
2535,17-10-2015,75,2
1924,07-09-2015,103,1
3079,04-01-2015,10,3
4270,08-02-2015,71,1
2797,12-09-2015,27,3
3813,18-01-2015,104,1
4412,20-12-2015,114,2
2997,02-06-2015,38,3
3703,24-03-2015,14,1
2260,02-10-2015,14,3
3583,03-12-2015,74,3
2513,30-01-2015,5,2
4336,25-09-2015,106,2
2017,19-02-2015,56,2
2787,09-05-2015,15,2
3460,14-09-2015,51,3
4056,29-08-2015,37,3
2063,23-08-2015,60,1
2085,04-04-2015,69,1
3778,13-03-2015,57,1
2691,09-03-2015,5,2
2534,08-11-2015,79,3
2315,17-12-2015,131,3
1094,16-05-2015,38,1
4529,24-05-2015,1,1
2745,29-04-2015,27,3
4352,28-11-2015,52,2
2783,31-03-2015,60,1
3280,14-04-2015,1,1
3473,07-04-2015,63,3
3476,28-06-2015,83,3
2173,11-08-2015,119,1
4170,11-05-2015,66,1
1596,14-07-2015,49,2
1265,13-04-2015,18,2
1259,20-09-2015,2,2
4102,23-10-2015,40,2
3465,16-04-2015,56,1
3504,05-11-2015,4,1
3336,26-03-2015,1,1
3001,14-11-2015,17,2
4078,18-04-2015,71,1
3244,20-11-2015,44,3
3544,10-03-2015,59,2
2760,14-04-2015,38,3
4643,02-12-2015,64,2
3601,20-12-2015,4,1
2275,02-08-2015,82,2
3082,10-04-2015,3,3
4273,22-01-2015,32,2
1951,22-10-2015,5,3
3589,31-01-2015,5,1
2404,15-10-2015,2,3
3619,07-04-2015,51,1
4733,09-03-2015,4,3
4868,02-05-2015,119,1
3410,03-07-2015,27,3
4937,14-02-2015,17,1
2979,09-08-2015,66,1
2278,10-08-2015,27,1
4512,08-11-2015,44,3
1940,18-11-2015,14,3
1867,29-03-2015,12,1
1888,21-05-2015,74,2
2073,18-06-2015,69,1
4023,21-01-2015,38,2
4416,29-10-2015,83,1
4210,07-08-2015,4,3
1520,26-02-2015,18,2
1890,20-04-2015,45,3
3079,30-01-2015,14,2
1772,02-11-2015,20,2
1361,12-07-2015,72,2
4073,13-02-2015,16,2
2128,24-04-2015,36,3
1882,25-09-2015,14,2
4895,01-06-2015,15,1
1431,05-03-2015,2,1
2159,17-07-2015,83,2
2666,14-12-2015,12,3
2986,19-05-2015,2,3
3491,26-10-2015,84,2
3844,14-08-2015,45,3
4002,30-04-2015,56,3
3963,26-01-2015,135,3
2997,03-08-2015,38,2
4122,05-06-2015,14,1
4326,11-04-2015,18,1
4331,10-09-2015,35,1
4199,29-12-2015,64,1
1910,25-09-2015,70,1
2713,18-08-2015,5,3
4535,05-12-2015,5,3
1529,17-06-2015,38,3
4361,18-02-2015,17,2
1208,21-08-2015,36,3
1789,22-10-2015,18,1
4592,07-08-2015,21,3
2141,08-03-2015,2,1
1425,24-09-2015,4,3
3264,13-01-2015,51,1
4575,10-12-2015,4,3
1042,22-05-2015,17,1
4624,18-05-2015,74,1
1692,08-05-2015,10,2
4861,28-03-2015,75,3
1409,28-07-2015,1,1
4403,08-05-2015,18,3
1000,25-11-2015,96,1
2359,28-08-2015,70,2
1613,08-08-2015,60,2
2632,17-08-2015,36,2
3974,19-06-2015,45,2
1742,27-11-2015,22,1
3281,25-10-2015,22,3
2610,21-10-2015,24,2
3209,25-01-2015,44,2
1032,13-07-2015,74,2
2257,15-05-2015,18,3
4500,08-06-2015,34,1
2134,27-08-2015,2,1
4542,18-01-2015,27,1
1921,23-02-2015,5,1
3363,29-12-2015,70,3
3220,07-11-2015,5,3
2547,06-04-2015,4,3
3675,03-08-2015,56,2
3410,30-08-2015,66,3
3721,04-07-2015,38,1
2204,27-09-2015,63,3
2251,27-02-2015,13,2
4706,07-08-2015,2,1
1762,21-01-2015,4,3
2996,08-01-2015,4,1
3727,19-05-2015,45,1
4230,25-06-2015,56,3
2089,16-10-2015,45,3
1452,21-05-2015,2,2
4176,05-05-2015,34,3
2484,12-08-2015,44,3
3590,30-05-2015,72,3
1015,22-03-2015,8,1
4942,29-01-2015,17,2
2038,17-05-2015,2,1
4024,11-03-2015,40,3
4089,04-10-2015,5,2
2287,23-09-2015,5,3
1946,08-12-2015,65,1
4899,13-03-2015,4,1
4656,01-11-2015,27,3
1340,18-11-2015,20,2
3800,08-02-2015,22,1
4883,16-01-2015,95,3
4752,18-05-2015,3,3
4120,13-03-2015,5,3
1776,20-03-2015,18,2
4445,15-04-2015,34,3
1515,06-11-2015,65,3
4470,23-06-2015,4,1
2551,06-06-2015,5,3
2062,03-09-2015,50,2
4407,19-02-2015,69,3
1479,15-05-2015,71,2
1049,04-08-2015,65,3
3062,22-03-2015,2,3
3328,15-10-2015,38,3
2269,20-09-2015,5,2
2195,10-07-2015,101,1
4757,12-01-2015,18,2
4883,16-05-2015,71,1
1846,11-09-2015,22,2
4439,21-08-2015,5,3
2102,25-01-2015,8,3
3333,22-02-2015,5,1
4486,06-11-2015,5,1
3010,14-08-2015,22,2
1206,02-01-2015,104,2
2220,07-01-2015,24,1
1989,09-09-2015,123,1
3635,19-06-2015,44,2
1275,11-04-2015,7,1
3433,22-08-2015,74,1
1426,08-07-2015,3,1
1110,09-09-2015,18,1
4163,23-04-2015,61,3
4809,28-09-2015,3,3
3559,02-07-2015,71,1
3385,28-06-2015,4,2
4523,27-02-2015,108,3
4335,05-01-2015,4,2
1900,08-01-2015,38,2
1859,28-05-2015,57,3
3139,17-02-2015,104,2
1614,03-02-2015,2,2
4694,07-07-2015,28,1
4257,18-08-2015,2,1
1604,11-11-2015,12,1
4857,28-07-2015,1,3
2017,23-10-2015,64,1
3239,27-11-2015,18,2
4194,11-05-2015,100,2
1014,04-01-2015,102,2
3651,04-07-2015,18,2
1591,20-03-2015,59,2
1572,14-07-2015,74,3
2255,18-12-2015,154,2
1793,22-10-2015,36,3
3256,30-07-2015,38,2
3176,05-02-2015,32,3
2790,11-10-2015,1,3
3581,12-04-2015,5,2
1190,27-10-2015,115,2
4960,15-08-2015,80,2
1697,17-11-2015,38,2
1208,16-12-2015,16,1
1148,14-01-2015,18,1
1763,27-12-2015,103,3
4526,21-08-2015,18,3
4447,01-05-2015,11,1
3521,17-07-2015,2,3
2969,08-12-2015,115,2
2790,11-10-2015,4,3
4328,29-08-2015,18,3
3484,22-09-2015,80,3
2467,07-10-2015,18,1
4722,16-12-2015,17,1
1490,04-10-2015,39,3
4655,02-08-2015,5,2
2842,29-07-2015,2,3
1796,03-11-2015,18,1
4426,18-05-2015,45,2
2656,02-02-2015,55,3
4440,11-04-2015,22,1
3682,06-08-2015,73,2
2897,27-01-2015,18,3
3316,07-01-2015,55,1
1494,26-03-2015,71,2
4427,31-01-2015,83,3
1322,16-09-2015,45,2
3354,09-11-2015,96,2
2169,20-09-2015,117,2
2140,30-12-2015,4,1
1921,11-11-2015,74,3
2101,10-04-2015,66,2
3204,25-02-2015,45,2
3544,04-04-2015,14,2
3659,28-04-2015,2,1
2233,10-04-2015,50,2
1832,23-04-2015,116,1
3133,25-12-2015,56,1
3438,25-07-2015,81,2
3294,05-04-2015,22,2
1035,23-05-2015,75,1
4067,16-10-2015,24,1
1710,05-12-2015,5,2
4781,25-01-2015,138,1
1768,18-04-2015,119,1
3907,24-06-2015,74,2
4885,16-10-2015,74,2
4584,02-12-2015,44,3
3728,12-06-2015,115,2
1875,29-07-2015,16,2
1881,15-10-2015,17,2
2997,10-02-2015,53,3
4190,23-09-2015,7,1
3283,02-07-2015,66,2
1903,10-03-2015,1,2
4949,18-08-2015,5,3
2460,18-12-2015,11,3
4726,01-03-2015,1,3
3066,06-12-2015,38,1
1239,22-03-2015,41,3
3495,17-06-2015,65,1
1848,20-06-2015,12,2
2705,16-11-2015,21,2
3042,27-12-2015,22,2
3088,30-04-2015,14,3
3728,15-03-2015,53,2
4634,26-02-2015,59,3
3542,16-06-2015,8,1
1666,15-04-2015,119,2
3617,17-04-2015,4,1
3209,25-12-2015,64,3
2284,11-03-2015,58,3
2716,23-09-2015,58,2
1499,09-11-2015,38,2
4695,03-10-2015,8,3
3597,13-12-2015,53,2
2408,09-09-2015,61,2
2413,25-10-2015,4,1
3664,30-05-2015,4,3
4483,15-08-2015,118,1
1265,03-10-2015,20,2
2235,13-09-2015,22,1
1730,25-12-2015,103,3
4920,21-02-2015,18,1
4555,09-07-2015,38,1
2069,16-03-2015,35,2
2954,05-06-2015,20,3
4893,01-03-2015,114,2
1961,15-12-2015,5,2
1165,29-12-2015,113,3
2489,22-12-2015,49,1
1383,23-02-2015,1,2
4812,17-03-2015,25,1
1235,29-05-2015,115,3
4313,23-06-2015,38,2
4044,01-12-2015,21,1
2926,29-10-2015,18,1
2764,25-02-2015,17,2
4340,26-01-2015,2,3
2106,28-08-2015,60,1
1083,06-02-2015,76,3
2043,07-03-2015,5,2
4196,07-11-2015,74,1
3844,17-09-2015,3,1
2248,17-03-2015,44,1
3280,13-07-2015,64,3
1678,01-08-2015,66,1
4567,04-08-2015,2,1
1614,21-10-2015,114,2
4251,17-01-2015,24,1
4064,17-09-2015,16,3
4629,24-02-2015,2,2
4249,04-12-2015,4,2
2798,22-08-2015,24,1
4944,06-09-2015,50,2
4495,16-12-2015,8,1
4524,02-05-2015,15,2
2941,26-09-2015,18,3
2862,08-08-2015,119,1
3248,19-06-2015,23,3
1001,14-04-2015,83,1
2104,20-10-2015,60,3
2083,19-06-2015,4,3
1932,27-06-2015,1,2
3760,03-11-2015,38,1
2894,14-03-2015,44,2
3590,09-01-2015,7,3
4616,14-02-2015,54,1
2527,20-01-2015,57,3
2327,06-07-2015,3,3
4091,25-02-2015,2,3
4735,01-04-2015,2,3
4195,04-05-2015,4,2
1017,16-05-2015,5,3
4115,22-05-2015,115,2
1339,05-05-2015,2,3
4037,29-12-2015,22,1
2789,01-06-2015,40,3
1620,20-08-2015,18,3
4656,27-01-2015,104,1
4795,30-07-2015,76,1
3843,04-09-2015,40,3
4710,20-04-2015,46,3
1090,04-10-2015,18,2
1539,07-04-2015,70,1
2114,24-05-2015,122,1
4236,13-10-2015,25,2
4727,06-10-2015,22,3
1967,23-06-2015,142,3
1584,31-01-2015,2,1
4883,28-08-2015,4,2
4039,19-01-2015,92,3
3927,09-12-2015,5,1
3594,11-09-2015,4,3
4129,07-11-2015,70,3
2616,16-05-2015,3,3
2539,15-11-2015,1,1
2556,28-08-2015,24,2
3855,18-06-2015,69,2
2089,15-10-2015,60,3
